iter	Logloss
0	0.6065522875
1	0.5307441437
2	0.4787640708
3	0.4386746486
4	0.3815695704
5	0.3431382572
6	0.3120335073
7	0.2802484967
8	0.2462148812
9	0.225332992
10	0.205177886
11	0.1818493739
12	0.1651519435
13	0.152421596
14	0.1404783079
15	0.1291975949
16	0.118438563
17	0.1123338183
18	0.1043881345
19	0.09788013992
20	0.09202034341
21	0.08687422217
22	0.0819684687
23	0.07805923971
24	0.0740703938
25	0.0706650276
26	0.06719192983
27	0.06417002343
28	0.0620779152
29	0.06034856004
30	0.05816481056
31	0.05559648499
32	0.05415611258
33	0.0524795508
34	0.05116482141
35	0.04926162976
36	0.04815130979
37	0.0465413584
38	0.04523499639
39	0.04404345019
40	0.04321952254
41	0.04264764119
42	0.04190157083
43	0.0412973201
44	0.04046623476
45	0.03985837926
46	0.0391633132
47	0.03849699898
48	0.0377072263
49	0.03706301782
50	0.03660996667
51	0.03615069252
52	0.03564189315
53	0.03506657713
54	0.03486715616
55	0.03456002578
56	0.03403384282
57	0.0336139919
58	0.03282771616
59	0.03260545775
60	0.03208923164
61	0.03166672925
62	0.03140115109
63	0.03094401904
64	0.03028817544
65	0.02973307826
66	0.02928631951
67	0.02900733793
68	0.02861437828
69	0.02828593372
70	0.02799024405
71	0.02750480907
72	0.02727187284
73	0.02711440837
74	0.0268424805
75	0.02652244759
76	0.02628957624
77	0.02597312995
78	0.02582317125
79	0.02565221677
80	0.02532339685
81	0.02503526483
82	0.02491092317
83	0.02456867618
84	0.02420393331
85	0.02409563141
86	0.02379436837
87	0.02362908418
88	0.02344376703
89	0.02331341793
90	0.02317096536
91	0.02298341214
92	0.02268828952
93	0.0225720808
94	0.0224479858
95	0.02232563282
96	0.0222776891
97	0.02216901239
98	0.02199297946
99	0.02172965524
100	0.02155713936
101	0.02145892922
102	0.02116616852
103	0.02110063632
104	0.02101194535
105	0.02087840643
106	0.02074908743
107	0.02070182636
108	0.02058798332
109	0.02056144222
110	0.02046645676
111	0.02038963575
112	0.0201588529
113	0.02005665022
114	0.02001301139
115	0.01985470148
116	0.01974389223
117	0.01963601764
118	0.01958115366
119	0.01936501708
120	0.01929332928
121	0.01914833318
122	0.01903098924
123	0.0188674268
124	0.01875426688
125	0.01849934986
126	0.01845465039
127	0.0183479344
128	0.01820380171
129	0.01812256822
130	0.01800386047
131	0.01790012576
132	0.0178042742
133	0.01775284564
134	0.01765245615
135	0.01740936771
136	0.01736019347
137	0.01724198736
138	0.01717145621
139	0.01706351053
140	0.01700729843
141	0.01688847206
142	0.0168108197
143	0.01672307033
144	0.01667691585
145	0.01660828023
146	0.01655721156
147	0.01643574824
148	0.01640038776
149	0.01627870792
150	0.01623974489
151	0.01608936251
152	0.01601465188
153	0.01599652867
154	0.01591939663
155	0.01589502336
156	0.01575662321
157	0.01570407348
158	0.01563831698
159	0.01555143812
160	0.0155122476
161	0.01544994483
162	0.01539042024
163	0.0153140789
164	0.01525583568
165	0.01521419129
166	0.01513239099
167	0.01506238237
168	0.01499525107
169	0.01493563546
170	0.0148497799
171	0.01475205594
172	0.01472303949
173	0.01462346082
174	0.01458069065
175	0.01446542814
176	0.01436326646
177	0.01432200612
178	0.01428212641
179	0.01424150294
180	0.01417917508
181	0.01414847357
182	0.01410916428
183	0.01399924568
184	0.01396394466
185	0.01394140403
186	0.01384890503
187	0.01380620057
188	0.01378261433
189	0.01374044448
190	0.01369980429
191	0.01358639481
192	0.01355221694
193	0.01351168612
194	0.0134734954
195	0.01338784239
196	0.0133390133
197	0.01325021104
198	0.01319011472
199	0.01315439474
200	0.01309063073
201	0.01307060578
202	0.01301831025
203	0.01299538088
204	0.0129480444
205	0.01291333186
206	0.01290771277
207	0.01286770327
208	0.01279718213
209	0.01274971773
210	0.01271805052
211	0.0127018389
212	0.01267742459
213	0.01263713249
214	0.01260857912
215	0.01257040506
216	0.01248477497
217	0.01240128913
218	0.0123657628
219	0.0123019544
220	0.01225774746
221	0.01223142692
222	0.0121274438
223	0.01206426306
224	0.01201987686
225	0.01200637537
226	0.01196669618
227	0.01190820947
228	0.01186767437
229	0.01183270733
230	0.0118035328
231	0.01177883364
232	0.01176006873
233	0.01171241049
234	0.01168657005
235	0.01165719441
236	0.01163551949
237	0.0115961029
238	0.01157596857
239	0.01151569214
240	0.01146795952
241	0.011432764
242	0.01138250693
243	0.01135573173
244	0.01132560524
245	0.0113046949
246	0.01126251865
247	0.01124952807
248	0.01122276319
249	0.01120974792
250	0.01115006166
251	0.01112325293
252	0.01103436508
253	0.01101840889
254	0.0109871815
255	0.01093141714
256	0.01090973497
257	0.01088488605
258	0.0108685626
259	0.01077947245
260	0.01076428957
261	0.01072911505
262	0.010685986
263	0.01067678546
264	0.01063765043
265	0.0106108142
266	0.01058531785
267	0.01054206149
268	0.01052120803
269	0.01050161293
270	0.01048448388
271	0.01041605879
272	0.01040398723
273	0.01038886761
274	0.01034283436
275	0.01033106554
